date,interval,timestamp,slot,weekday,weekday_name,month,day_of_year,grid,charge_cap,discharge_cap,soc_reserve_kwh,net_kwh,initial_soc,price,charge,discharge,emergency,unused,soc,planned_cost,emergency_cost
2025-09-28,00:00-00:10,2025-09-28 00:10:00,1,7,星期日,9,271,724.20612109770866,833.33333333333326,833.33333333333326,3883.1535963431456,598.81833333333327,8147.4089322563859,0.42480000000000001,125.38778776437539,0,0,0,8260.2579412443229,307.64276024230662,0
2025-09-28,00:10-00:20,2025-09-28 00:20:00,2,7,星期日,9,271,1128.6027099123758,833.33333333333326,833.33333333333326,3936.6643148167373,588.50829999999996,8147.4089322563859,0.42449999999999999,540.0944099123758,0,0,0,8746.3429101654619,479.09185035780348,0
2025-09-28,00:20-00:30,2025-09-28 00:30:00,3,7,星期日,9,271,690.6438487852871,833.33333333333326,833.33333333333326,3954.6207580222363,586.22333333333336,8147.4089322563859,0.4269,104.42051545195375,0,0,0,8840.3213740722204,294.83585904643905,0
2025-09-28,00:30-00:40,2025-09-28 00:40:00,4,7,星期日,9,271,703.35636143081103,833.33333333333326,833.33333333333326,3939.5784101921918,564.16570000000002,8147.4089322563859,0.42720000000000002,139.19066143081102,0,0,0,8965.5929693599501,300.47383760324249,0
2025-09-28,00:40-00:50,2025-09-28 00:50:00,5,7,星期日,9,271,712.38319015828858,833.33333333333326,833.33333333333326,3956.4930229720035,568.26604999999995,8147.4089322563859,0.42709999999999998,144.11714015828863,0,0,0,9095.2983955024101,304.25886051660507,0
2025-09-28,00:50-01:00,2025-09-28 01:00:00,6,7,星期日,9,271,702.59340468785763,833.33333333333326,833.33333333333326,3942.5320019873461,592.14666666666665,8147.4089322563859,0.42849999999999999,110.44673802119098,0,0,0,9194.7004597214818,301.06127390874701,0
2025-09-28,01:00-01:10,2025-09-28 01:10:00,7,7,星期日,9,271,612.28760628341149,833.33333333333326,0,3955.662196006972,578.88130000000001,8147.4089322563859,0.43109999999999998,33.406306283411482,0,0,0,9224.7661353765525,263.95718706877869,0
2025-09-28,01:10-01:20,2025-09-28 01:20:00,8,7,星期日,9,271,604.04335873748425,833.33333333333326,0,3955.7964609058399,554.99878333333322,8147.4089322563859,0.43020000000000003,49.044575404151033,0,0,0,9268.9062532402877,259.85945292886572,0
2025-09-28,01:20-01:30,2025-09-28 01:30:00,9,7,星期日,9,271,601.04452974403512,833.33333333333326,0,3928.3438992516726,559.43333333333328,8147.4089322563859,0.4279,41.611196410701837,0,0,0,9306.3563300099195,257.18695427747264,0
2025-09-28,01:30-01:40,2025-09-28 01:40:00,10,7,星期日,9,271,673.40929403965424,833.33333333333326,833.33333333333326,3855.5518860864108,601.25313333333327,8147.4089322563859,0.43120000000000003,72.156160706320975,0,0,0,9371.2968746456081,290.37408758989892,0
2025-09-28,01:40-01:50,2025-09-28 01:50:00,11,7,星期日,9,271,661.84461915072984,833.33333333333326,833.33333333333326,3844.693534243625,611.28606666666656,8147.4089322563859,0.43330000000000002,50.558552484063284,0,0,0,9416.7995718812654,286.77727347801124,0
2025-09-28,01:50-02:00,2025-09-28 02:00:00,12,7,星期日,9,271,616.9527299560084,833.33333333333326,0,3831.744846295247,597.51166666666666,8147.4089322563859,0.43109999999999998,19.441063289341741,0,0,0,9434.2965288416726,265.96832188403522,0
2025-09-28,02:00-02:10,2025-09-28 02:10:00,13,7,星期日,9,271,613.65761116991609,833.33333333333326,0,3846.0552679969142,628.75296666666668,8147.4089322563859,0.42930000000000001,0,0,15.095355496750585,0,9434.2965288416726,263.44321247524499,32.402180573775134
2025-09-28,02:10-02:20,2025-09-28 02:20:00,14,7,星期日,9,271,685.59766956138219,833.33333333333326,833.33333333333326,3816.6847476313424,634.82514999999989,8147.4089322563859,0.43240000000000001,50.772519561382296,0,0,0,9479.9917964469169,296.45243231834166,0
2025-09-28,02:20-02:30,2025-09-28 02:30:00,15,7,星期日,9,271,717.07104129657876,833.33333333333326,2.5012266346957404,3844.7391808977109,602.07833333333326,8147.4089322563859,0.43669999999999998,114.99270796324549,0,0,0,9583.4852336138374,313.14492373421592,0
2025-09-28,02:30-02:40,2025-09-28 02:40:00,16,7,星期日,9,271,712.94066448382966,833.33333333333326,833.33333333333326,3855.927068323268,589.06029999999998,8147.4089322563859,0.43480000000000002,123.88036448382968,0,0,0,9694.9775616492843,309.98660091756915,0
2025-09-28,02:40-02:50,2025-09-28 02:50:00,17,7,星期日,9,271,672.13290420813655,833.33333333333326,833.33333333333326,3857.0048786609013,575.50080000000003,8147.4089322563859,0.4335,96.632104208136525,0,0,0,9781.9464554366077,291.36961397422721,0
2025-09-28,02:50-03:00,2025-09-28 03:00:00,18,7,星期日,9,271,628.9899053282893,833.33333333333326,0,3858.8849119495949,561.03166666666664,8147.4089322563859,0.43569999999999998,67.958238661622659,0,0,0,9843.1088702320685,274.0509017515356,0
